ID,Day,Month,Hour,Weekend,Week,CropType,WaterNeed,SoilType,Moisture_Norm,Temp_Norm
1513,3,1,1,1,53,1,0.6844227704782284,1,0.27809582868983873,0.6282006692303291
1514,3,1,2,1,53,1,0.6498090630949911,1,0.36224817719030766,0.6678949235229391
1515,3,1,3,1,53,1,0.683485788180391,1,0.16913565985177872,0.4624179602286455
1516,3,1,4,1,53,1,0.943364057871699,1,0.06941744394496283,0.9625363105966915
1517,3,1,5,1,53,1,0.8614952384202754,1,0.09582778690576288,0.7974797764093329
1518,3,1,6,1,53,1,0.905653419489514,1,0.05113801871778874,0.8408405768004682
1519,3,1,7,1,53,1,0.5186802395261694,1,0.5875366858638017,0.6780056276111258
1520,3,1,8,1,53,1,0.6944886053827091,1,0.40869975171269546,0.8492711410258158
1521,3,1,9,1,53,1,0.8757693686085828,1,0.1303596456304673,0.8849628899671579
1522,3,1,10,1,53,1,0.8860572214093186,1,0.14515426796600267,0.9328744554723006
1523,3,1,11,1,53,1,0.656298494707134,1,0.45236982937870246,0.8193009808358885
1524,3,1,12,1,53,1,0.2417809361502181,1,0.7673712856700607,0.25550926888063635
1525,3,1,13,1,53,1,0.8769950103794313,1,0.06637439548807157,0.7920491191806854
1526,3,1,14,1,53,1,0.7555006414124699,1,0.24666298482240245,0.7587460807647782
1527,3,1,15,1,53,1,0.6229263753135618,1,0.4435101876438566,0.7225812197496891
1528,3,1,16,1,53,1,0.7765302838001573,1,0.11184844086725751,0.6090983708012796
1529,3,1,17,1,53,1,0.7527759795758311,1,0.35648853608119596,0.9166727530613719
1530,3,1,18,1,53,1,0.8054622289969955,1,0.2883282886105044,0.9461480054082454
1531,3,1,19,1,53,1,0.6288477523319276,1,0.30070838945641964,0.5231819650144485
1532,3,1,20,1,53,1,0.5983566262201527,1,0.42760616709977983,0.6373008162000517
1533,3,1,21,1,53,1,0.7242783773016699,1,0.1151075127664087,0.48335721240378804
1534,3,1,22,1,53,1,0.8091500775366376,1,0.22491738615609008,0.8602512730757291
1535,3,1,23,1,53,1,0.5858421580760846,1,0.41192039908343925,0.5824859938153705
1536,4,1,0,0,1,1,0.5932293794776011,1,0.5115245599605215,0.750360288634785
1537,4,1,1,0,1,1,0.6355200451535128,1,0.472021751836197,0.7968327406380776
1538,4,1,2,0,1,1,0.540749699275425,1,0.5523707340958214,0.6804303493322947
1539,4,1,3,0,1,1,0.5496129329535939,1,0.6263985723598146,0.8136301909237066
1540,4,1,4,0,1,1,0.6074000811934683,1,0.4813605304803756,0.7405409987042342
1541,4,1,5,0,1,1,0.6821191315350439,1,0.2794743597506474,0.6245093684635808
1542,4,1,6,0,1,1,0.5017398127225083,1,0.45672885316513295,0.4394428115539703
1543,4,1,7,0,1,1,0.6903763808944737,1,0.2634997925018084,0.6211906409888969
1544,4,1,8,0,1,1,0.49303435720286015,1,0.6372014456893876,0.6883880615412318
1545,4,1,9,0,1,1,0.9341104260976395,1,0.10707815047845493,0.9958932909617811
1546,4,1,10,0,1,1,0.4562112739686974,1,0.8461183804324175,0.9097057555703696
1547,4,1,11,0,1,1,0.786945022946221,1,0.042475763921536853,0.531076203247858
1548,4,1,12,0,1,1,0.4876313492908992,1,0.4858237513702594,0.44781400028263724
1549,4,1,13,0,1,1,0.7628847983676398,1,0.20048550218556124,0.7079402491974414
1550,4,1,14,0,1,1,0.4639494142379974,1,0.48561292255897276,0.3882929194334526
1551,4,1,15,0,1,1,0.8793639376189124,1,0.07377334650187135,0.8090698638000879
1552,4,1,16,0,1,1,0.6372935968191895,1,0.3488085778545569,0.6164468588298092
1553,4,1,17,0,1,1,0.5596714188103147,1,0.31076745145068163,0.36532972420180904
1554,4,1,18,0,1,1,0.5330573239508868,1,0.7230680759240481,0.9172454237632891
1555,4,1,19,0,1,1,0.869678090855823,1,0.13435171750131222,0.8757228033915261
1556,4,1,20,0,1,1,0.565555729804091,1,0.36485255495301566,0.46116815693975094
1557,4,1,21,0,1,1,0.8044825133296707,1,0.14913528308686608,0.7349092079544759
1558,4,1,22,0,1,1,0.733141578736192,1,0.21625292332181667,0.6572333318232051
1559,4,1,23,0,1,1,0.6803898421326207,1,0.21259736999227952,0.5198706603199709
1560,5,1,0,0,1,1,0.5698902644649335,1,0.3740209834916978,0.4857571363998808
1561,5,1,1,0,1,1,0.7372242408333791,1,0.25136160431305293,0.720103008553027
1562,5,1,2,0,1,1,0.8103498956712771,1,0.26440153330612404,0.9224770391373787
1563,5,1,3,0,1,1,0.7456684474215174,1,0.07432238900934296,0.4756547020678078
1564,5,1,4,0,1,1,0.7779803593809231,1,0.18098123672392352,0.7164227535381931
1565,5,1,5,0,1,1,0.7826809466811302,1,0.2653234550072879,0.8546875492137573
1566,5,1,6,0,1,1,0.7880693498598736,1,0.17329433129245894,0.7301148715883727
1567,5,1,7,0,1,1,0.8441563137489295,1,0.07471785396082095,0.7224675653135554
1568,5,1,8,0,1,1,0.6857600022747328,1,0.4146595832607375,0.8363893805779381
1569,5,1,9,0,1,1,0.713265389656121,1,0.4621187134372732,0.9763415442962121
1570,5,1,10,0,1,1,0.771689473550781,1,0.1192933256348341,0.6081636723292035
1571,5,1,11,0,1,1,0.86679534944507,1,0.2071615973606443,0.9777307696536416
1572,5,1,12,0,1,1,0.7861206413025055,1,0.11250674598055173,0.6340617222270915
1573,5,1,13,0,1,1,0.8509163561192494,1,0.11661991048344544,0.8022207560232917
1574,5,1,14,0,1,1,0.7218344906985553,1,0.3434137273552043,0.8197068177791946
1575,5,1,15,0,1,1,0.7745208000741761,1,0.21266174515325104,0.7552946179153168
1576,5,1,16,0,1,1,0.7952913729263742,1,0.1513356152128173,0.7152318551351617
1577,5,1,17,0,1,1,0.7509175157944171,1,0.23357180622339452,0.7276514988211346
1578,5,1,18,0,1,1,0.5823598023591142,1,0.34426005548228605,0.4722895891212147
1579,5,1,19,0,1,1,0.686316838273773,1,0.3158297529713231,0.689536725141417
1580,5,1,20,0,1,1,0.7493148874075404,1,0.2830175005008486,0.7978134692701236
1581,5,1,21,0,1,1,0.7062541264228404,1,0.2511727642488397,0.6423944624303605
1582,5,1,22,0,1,1,0.7053451872010079,1,0.44365718464073683,0.9288487449636252
1583,5,1,23,0,1,1,0.6502756846172406,1,0.3060886903896527,0.5848222471275807
1584,6,1,0,0,1,1,0.6047667973302787,1,0.27650153963621255,0.4266693027800156
1585,6,1,1,0,1,1,0.6752974112715278,1,0.25384969904917376,0.56901807675258
1586,6,1,2,0,1,1,0.7120485520409965,1,0.25948172014029713,0.6693439603129371
1587,6,1,3,0,1,1,0.73537519424584,1,0.2171948398132477,0.6642302453344714
1588,6,1,4,0,1,1,0.8224207300364523,1,0.26001159629571347,0.9460692195347009
1589,6,1,5,0,1,1,0.666315424398662,1,0.1203000566943123,0.34623864603812327
1590,6,1,6,0,1,1,0.6502862678434714,1,0.37754807120291245,0.6920377764130472
1591,6,1,7,0,1,1,0.8203490272739371,1,0.24893747123868262,0.9242787750428667
1592,6,1,8,0,1,1,0.8004426367704109,1,0.266442812501353,0.9007708106780566
1593,6,1,9,0,1,1,0.7950177208915337,1,0.2765405025093971,0.90235505599293
1594,6,1,10,0,1,1,0.8486152085059875,1,0.015414186688049149,0.6446593012970424
1595,6,1,11,0,1,1,0.6730399171045753,1,0.23253499803856345,0.5314022898192836
1596,6,1,12,0,1,1,0.6387076071843649,1,0.525379076791145,0.8848376331476299
1597,6,1,13,0,1,1,0.8243630984502661,1,0.06907398557416322,0.6645187244869101
1598,6,1,14,0,1,1,0.823052474486368,1,0.20000521682332992,0.8576390114509149
1599,6,1,15,0,1,1,0.8671016779022415,1,0.14610935487917512,0.8869182270743663
1600,6,1,16,0,1,1,0.8724228747110669,1,0.1474516053142274,0.9022345947490086
1601,6,1,17,0,1,1,0.4751080785044647,1,0.8019805708279816,0.8907410525031341
1602,6,1,18,0,1,1,0.7292235033919348,1,0.27673234336331076,0.7381572735248032
1603,6,1,19,0,1,1,0.7512419422191152,1,0.28389639240284464,0.803949444152055
1604,6,1,20,0,1,1,0.7913904637956315,1,0.1785315717841181,0.7462735171652557
1605,6,1,21,0,1,1,0.6838757899874215,1,0.15163603695743225,0.43714353040470216
1606,6,1,22,0,1,1,0.7658297734426327,1,0.1991819458445015,0.7133473523733339
1607,6,1,23,0,1,1,0.7236821301526375,1,0.34790085317733926,0.8310566051476026
1608,7,1,0,0,1,1,0.762694837422013,1,0.24168768786650008,0.7692686253547828
1609,7,1,1,0,1,1,0.8186901781625642,1,0.12366544531358083,0.7322236133767818
1610,7,1,2,0,1,1,0.7477222327861104,1,0.31034798705574695,0.8348275625488963
1611,7,1,3,0,1,1,0.6569601047420333,1,0.5233872942337701,0.9274812032057383
1612,7,1,4,0,1,1,0.5689136183380141,1,0.5782890488400902,0.7897176191051707
1613,7,1,5,0,1,1,0.8392316096214959,1,0.08979045211669005,0.7327647022287748
1614,7,1,6,0,1,1,0.6097312815472458,1,0.5062674811669876,0.7837294256185958
1615,7,1,7,0,1,1,0.684587504015084,1,0.3306897435989624,0.7075033754361534
1616,7,1,8,0,1,1,0.8784553019426724,1,0.16910117041095787,0.9497900104731177
1617,7,1,9,0,1,1,0.5915221250135996,1,0.48253343081365224,0.7026054587544773
1618,7,1,10,0,1,1,0.6284993796252238,1,0.5227593560917375,0.855387483200666
1619,7,1,11,0,1,1,0.4822830441344719,1,0.5212438333833246,0.4875733604111667
1620,7,1,12,0,1,1,0.7123526622103611,1,0.33908625012444016,0.789511030712563
1621,7,1,13,0,1,1,0.518082833275411,1,0.4737110270030525,0.5057736236931065
1622,7,1,14,0,1,1,0.8503671300594569,1,0.14440894126429457,0.842531237045084
1623,7,1,15,0,1,1,0.5803554157723929,1,0.35415490635370245,0.4821208989615361
1624,7,1,16,0,1,1,0.7434099325631325,1,0.3114175830170002,0.8256512059333315
1625,7,1,17,0,1,1,0.9344213342493076,1,0.09378570464003916,0.9767318925833278
1626,7,1,18,0,1,1,0.8942105950114809,1,0.10577340252636308,0.8941865913182468
1627,7,1,19,0,1,1,0.5063549674903338,1,0.37721625508411305,0.3317118013520042
1628,7,1,20,0,1,1,0.8212417707876463,1,0.24084412069518943,0.9143706080119
1629,7,1,21,0,1,1,0.6762421237688909,1,0.4474457408412196,0.8617739206840568
1630,7,1,22,0,1,1,0.7132207201632872,1,0.2575209008232502,0.6693331516430933
1631,7,1,23,0,1,1,0.8004802251844441,1,0.21418098566953922,0.8224720414654192
1632,8,1,0,0,1,1,0.7437012549091,1,0.20145830110848686,0.6614405889354802
1633,8,1,1,0,1,1,0.8153965204073066,1,0.1946784586979712,0.8305089890652231
1634,8,1,2,0,1,1,0.693288390897534,1,0.39545675480136017,0.8264061094458753
1635,8,1,3,0,1,1,0.3910508227603383,1,0.8505319824955134,0.7534250306441158
1636,8,1,4,0,1,1,0.696557289161237,1,0.4303749117092458,0.8869555904669613
1637,8,1,5,0,1,1,0.7698407660857371,1,0.0697801183126271,0.5292720926832837
1638,8,1,6,0,1,1,0.8257349387326427,1,0.2534224509473549,0.944471023252639
1639,8,1,7,0,1,1,0.7686071141614387,1,0.24606178661171704,0.7906104653211723
1640,8,1,8,0,1,1,0.8209438787596088,1,0.12151782951170459,0.7346364411665789
1641,8,1,9,0,1,1,0.5936191241964275,1,0.5303588130915254,0.7795860301283569
1642,8,1,10,0,1,1,0.681020759558024,1,0.19906314404658038,0.5011466149649308
1643,8,1,11,0,1,1,0.8231110862076936,1,0.24731553638908463,0.9287510201028607
1644,8,1,12,0,1,1,0.7367376384752613,1,0.19748745623294228,0.6380752805375667
1645,8,1,13,0,1,1,0.7523612839522869,1,0.16227918216655543,0.6243219831305503
1646,8,1,14,0,1,1,0.5339949676290566,1,0.5317243390426147,0.6325739276365637
1647,8,1,15,0,1,1,0.8328662204174682,1,0.16637262382384882,0.8317244867794434
1648,8,1,16,0,1,1,0.73769356814572,1,0.20917874083490023,0.6580020316166502
1649,8,1,17,0,1,1,0.6949757578775748,1,0.42475200709254174,0.8745674053327496
1650,8,1,18,0,1,1,0.8677699401901346,1,0.1351263856536112,0.8721144289557538
1651,8,1,19,0,1,1,0.7323520331655902,1,0.11229392207624296,0.4993209660283399
1652,8,1,20,0,1,1,0.6860702264240899,1,0.3152963551267157,0.6881200987502981
1653,8,1,21,0,1,1,0.6516929039728336,1,0.26434049065714144,0.5257429959177962
1654,8,1,22,0,1,1,0.8404687844554752,1,0.1804422778712746,0.8718353779456001
1655,8,1,23,0,1,1,0.8997537555838179,1,0.04892213078007281,0.822767585129654
1656,9,1,0,1,1,1,0.6370442148293047,1,0.28341711030064176,0.5177362025242246
1657,9,1,1,1,1,1,0.5230988793860496,1,0.6712594453620138,0.8146363665081447
1658,9,1,2,1,1,1,0.9189894325387387,1,0.03799566830652668,0.8544670838066367
1659,9,1,3,1,1,1,0.7034291577535337,1,0.38350592523696014,0.8338317822392743
1660,9,1,4,1,1,1,0.7248567603647957,1,0.360769565939141,0.8532962498207007
1661,9,1,5,1,1,1,0.8141055943771798,1,0.10824204828064513,0.6976270583639173
1662,9,1,6,1,1,1,0.8454188577850186,1,0.12221811356988585,0.7968743148173754
1663,9,1,7,1,1,1,0.8088346323562241,1,0.1838684389936665,0.7978892393810598
1664,9,1,8,1,1,1,0.6501153138041444,1,0.34418771830575035,0.6415698619689868
1665,9,1,9,1,1,1,0.5797716416966342,1,0.44064357716730507,0.6103944699925431
1666,9,1,10,1,1,1,0.640731005787,1,0.2378944651974754,0.4586692122637132
1667,9,1,11,1,1,1,0.7926235629881329,1,0.154991569506679,0.7140462617303508
1668,9,1,12,1,1,1,0.6950006756826976,1,0.28172031518226254,0.6600821619801376
1669,9,1,13,1,1,1,0.7704873456657196,1,0.21883836729508,0.754475915106919
1670,9,1,14,1,1,1,0.7576009922412302,1,0.25413409488042205,0.7752036229237087
1671,9,1,15,1,1,1,0.9124442716854491,1,0.08684453442637256,0.9113774808531815
1672,9,1,16,1,1,1,0.8032763517310897,1,0.21153770698349017,0.8254974398029593
1673,9,1,17,1,1,1,0.8336528916833841,1,0.10731828234364998,0.7451096527239351
1674,9,1,18,1,1,1,0.821111866111824,1,0.16401309614170673,0.7987993094921201
1675,9,1,19,1,1,1,0.7357645382353919,1,0.14981245404264978,0.5641300266524543
1676,9,1,20,1,1,1,0.7741573374443759,1,0.34281897461330324,0.9496218055308945
1677,9,1,21,1,1,1,0.7926597658987988,1,0.08252130386492366,0.6054313705443827
1678,9,1,22,1,1,1,0.6844373714415568,1,0.3211762336430299,0.6928577790684367
1679,9,1,23,1,1,1,0.6188571654528447,1,0.5192008259929767,0.8259441526215768
1680,10,1,0,1,1,1,0.7106128950613207,1,0.22478569299501233,0.6137107771458203
1681,10,1,1,1,1,1,0.698266858199188,1,0.3155242311130974,0.7189534921676162
1682,10,1,2,1,1,1,0.7837433775763036,1,0.33065457947433374,0.9553403131522595
1683,10,1,3,1,1,1,0.7452871277130457,1,0.23026764311757844,0.708619283958982
1684,10,1,4,1,1,1,0.7809570362641525,1,0.2036888727805232,0.7579258998311658
1685,10,1,5,1,1,1,0.7302520437203832,1,0.1669025372240837,0.5759839151370837
1686,10,1,6,1,1,1,0.6928658210926508,1,0.4738761899945507,0.9429788377234531
1687,10,1,7,1,1,1,0.5759531883768065,1,0.2909373649198364,0.37628901832177086
1688,10,1,8,1,1,1,0.6468690917543208,1,0.13023025298478003,0.3125181088629722
1689,10,1,9,1,1,1,0.6510262444002572,1,0.5139493153338663,0.8984895840014425
1690,10,1,10,1,1,1,0.692185645130567,1,0.30749510048244016,0.6917067635500777
1691,10,1,11,1,1,1,0.5971115399000743,1,0.3217564723381799,0.47541355825745546
1692,10,1,12,1,1,1,0.541028891440179,1,0.33842236613203813,0.36020577779850466
1693,10,1,13,1,1,1,0.7189279198183722,1,0.2930617138998741,0.7369123703957416
1694,10,1,14,1,1,1,0.7759024371877733,1,0.2663181197303729,0.8392332725649925
1695,10,1,15,1,1,1,0.711535416709768,1,0.40697812768827085,0.8893057333068266
1696,10,1,16,1,1,1,0.5179550674667487,1,0.4896426241156023,0.529351604840275
1697,10,1,17,1,1,1,0.8322033859055766,1,0.1928406598995953,0.8697694546133347
1698,10,1,18,1,1,1,0.8737499083370769,1,0.15488877365934545,0.9167079313317102
1699,10,1,19,1,1,1,0.7015375568596083,1,0.31921123622546116,0.7326607464872124
1700,10,1,20,1,1,1,0.5417941736487978,1,0.45423131748398343,0.5358324103479696
1701,10,1,21,1,1,1,0.5700931332562478,1,0.4300571683391949,0.5703185856494117
1702,10,1,22,1,1,1,0.6307964616739592,1,0.3302164775530671,0.5723158705144988
1703,10,1,23,1,1,1,0.8163198951452844,1,0.22728196914416476,0.8817226915794579
1704,11,1,0,0,2,1,0.7911805960778986,1,0.25269043235459604,0.8569871387266402
1705,11,1,1,0,2,1,0.6998393377115701,1,0.2115970877816913,0.5669939759514623
1706,11,1,2,0,2,1,0.6572162144614995,1,0.3440956942681749,0.6591840775560112
1707,11,1,3,0,2,1,0.7321914191625065,1,0.20726215433586204,0.6413717794100595
1708,11,1,4,0,2,1,0.7191387959172046,1,0.3778408290590197,0.8646082333815412
1709,11,1,5,0,2,1,0.8090517591559505,1,0.14715848206601725,0.7433671209889025
1710,11,1,6,0,2,1,0.7786086144180895,1,0.32761885643364597,0.9379498206956927
1711,11,1,7,0,2,1,0.8804982879506448,1,0.18651889047249431,0.9810240555853535
1712,11,1,8,0,2,1,0.7398172294794068,1,0.17309866321866457,0.609191068526514
1713,11,1,9,0,2,1,0.6466343396142447,1,0.38781370526242437,0.6983064069292484
1714,11,1,10,0,2,1,0.724094463304366,1,0.22261449764574234,0.6441579047295287
1715,11,1,11,0,2,1,0.6657164472071565,1,0.21076071552840267,0.48043219131049525
1716,11,1,12,0,2,1,0.6028470146344463,1,0.2957491318822142,0.45074123440943714
1717,11,1,13,0,2,1,0.7522962225183025,1,0.19637754027210882,0.6753068667039196
1718,11,1,14,0,2,1,0.46668532897645143,1,0.7299249392088852,0.7616007312544564
1719,11,1,15,0,2,1,0.7391385059560702,1,0.22323812504592058,0.6827034524590563
1720,11,1,16,0,2,1,0.7136364325439004,1,0.3435611143670714,0.7994327529103582
1721,11,1,17,0,2,1,0.7692295329062904,1,0.3220262121204576,0.9061131504464123
1722,11,1,18,0,2,1,0.5901471800268936,1,0.3641525013835164,0.5215967021425085
1723,11,1,19,0,2,1,0.5805948034038607,1,0.5993081690543148,0.850449262091124
1724,11,1,20,0,2,1,0.6892747333973138,1,0.1921132602323623,0.511356723841828
1725,11,1,21,0,2,1,0.7121602863636857,1,0.37832891653817824,0.8478940907164815
1726,11,1,22,0,2,1,0.8002301645104521,1,0.22188992626098053,0.8334103006676014
1727,11,1,23,0,2,1,0.7931292209464809,1,0.1928487812184801,0.7720962241939221
1728,12,1,0,0,2,1,0.7925061445926518,1,0.24403983367252352,0.8473251119904148
1729,12,1,1,0,2,1,0.6307497850058251,1,0.3520430222429237,0.6049389958789485
1730,12,1,2,0,2,1,0.6819253289391434,1,0.34514366428795873,0.7225288187797965
1731,12,1,3,0,2,1,0.6229563980672032,1,0.4838675928696122,0.783192384472426
1732,12,1,4,0,2,1,0.8187438472530997,1,0.17602299578551212,0.8108941118110173
1733,12,1,5,0,2,1,0.857250947005084,1,0.07055819957973761,0.7489646668823162
1734,12,1,6,0,2,1,0.7166214047052417,1,0.38471881071911096,0.8686317278417708
1735,12,1,7,0,2,1,0.7850292802919895,1,0.22286412279461054,0.7968693849218895
1736,12,1,8,0,2,1,0.7660504110215685,1,0.15665232011441133,0.6501045077255384
1737,12,1,9,0,2,1,0.6160375692200346,1,0.42654606452708893,0.6799130198407198
1738,12,1,10,0,2,1,0.4969063141225487,1,0.675225609723181,0.7551041998911434
1739,12,1,11,0,2,1,0.796921024453814,1,0.06831219727577524,0.5947708570481977
1740,12,1,12,0,2,1,0.4435698333953244,1,0.6523028391040464,0.5873788421443806
1741,12,1,13,0,2,1,0.6675353677771,1,0.2249352429670469,0.5062412838933203
1742,12,1,14,0,2,1,0.9118674376803937,1,0.04186726472581315,0.8424694912897042
1743,12,1,15,0,2,1,0.5660083077316116,1,0.4924646247551596,0.6537177064617684
1744,12,1,16,0,2,1,0.3948951141564777,1,0.7181307190358982,0.5644338639450416
1745,12,1,17,0,2,1,0.8097847716391124,1,0.23788913527956074,0.8812956320171224
1746,12,1,18,0,2,1,0.9061165668098337,1,0.06715214153877633,0.8660196293327489
1747,12,1,19,0,2,1,0.6765661166599781,1,0.4095575735948758,0.805751652042259
1748,12,1,20,0,2,1,0.7540408975893108,1,0.11015538118626245,0.5503353157526708
1749,12,1,21,0,2,1,0.34096516656942455,1,0.7218416239053913,0.4351753522816484
1750,12,1,22,0,2,1,0.8764322467458062,1,0.18558857238563656,0.9694634754429704
1751,12,1,23,0,2,1,0.48272374366473214,1,0.6208467470193545,0.6380794796908622
1752,13,1,0,0,2,1,0.7135390237576844,1,0.37722381889650247,0.8496832877389648
1753,13,1,1,0,2,1,0.6196125552844809,1,0.33470039797856516,0.5510819851790502
1754,13,1,2,0,2,1,0.6878639488575012,1,0.15843995209492892,0.4573198002861463
1755,13,1,3,0,2,1,0.6648517278661821,1,0.4312947150955791,0.8090713923088235
1756,13,1,4,0,2,1,0.7064522476531198,1,0.38453761408337306,0.842937040257859
1757,13,1,5,0,2,1,0.6656490214340524,1,0.1413933886558726,0.3762126365689396
1758,13,1,6,0,2,1,0.7775517356645714,1,0.12456393359645719,0.6307252395561143
1759,13,1,7,0,2,1,0.4274113120289073,1,0.6863150701735249,0.5980008853325556
1760,13,1,8,0,2,1,0.7343799086475635,1,0.30817692261836765,0.7982151555464603
1761,13,1,9,0,2,1,0.7328808555645052,1,0.2868546830905302,0.7624841635470583
1762,13,1,10,0,2,1,0.7900049413943209,1,0.2635544747883651,0.8703440656683499
1763,13,1,11,0,2,1,0.8395071024611549,1,0.0954486626231392,0.741940750087596
1764,13,1,12,0,2,1,0.7643592754536616,1,0.307014640142786,0.8714201488483329
1765,13,1,13,0,2,1,0.8806762826238966,1,0.11191599190091628,0.869564694411116
1766,13,1,14,0,2,1,0.7293810042654583,1,0.3504269709112871,0.8490929670305761
1767,13,1,15,0,2,1,0.7121143292493236,1,0.3304884909716431,0.7760185595807737
1768,13,1,16,0,2,1,0.7221443601979461,1,0.32579544537290456,0.7940540685542222
1769,13,1,17,0,2,1,0.7746542492061279,1,0.23992701530061072,0.7965261459662357
1770,13,1,18,0,2,1,0.7367894433105597,1,0.3396404617491415,0.8514343009001119
1771,13,1,19,0,2,1,0.7581369698262006,1,0.12725959509919768,0.5862318172142981
1772,13,1,20,0,2,1,0.6356144244556989,1,0.2942025977474421,0.5303399577604105
1773,13,1,21,0,2,1,0.7214426699527164,1,0.23363446789336278,0.6540583767218353
1774,13,1,22,0,2,1,0.7819730606160589,1,0.1204404886043912,0.6355933844467341
1775,13,1,23,0,2,1,0.6701868072970385,1,0.3511303775920119,0.702162584630614
1776,14,1,0,0,2,1,0.6706348225616172,1,0.4365520060314276,0.8314150654511846
1777,14,1,1,0,2,1,0.7073479215615344,1,0.12831936296413446,0.46084884835003787
1778,14,1,2,0,2,1,0.8064864621764503,1,0.18522842957229332,0.7940587997995657
1779,14,1,3,0,2,1,0.7416552335068544,1,0.3108514710580534,0.820415290354216
1780,14,1,4,0,2,1,0.6075660873504852,1,0.43402399405889824,0.6699512094645604
